mid,after,before,total,deadass,def,defo,periodt,periot,stan,thot,total-avg,deadass-avg,def-avg,defo-avg,periodt-avg,periot-avg,stan-avg,thot-avg
445.0,450,440,4303,0,5,0,0,0,0,1,,,,,,,,
435.0,440,430,4020,1,5,1,0,0,0,2,,,,,,,,
425.0,430,420,4374,1,8,0,0,0,0,0,4306.2,0.4,7.0,0.6,0.0,0.0,0.0,1.6
415.0,420,410,4088,0,8,1,0,0,0,5,4263.4,0.4,7.0,0.6,0.0,0.0,0.0,2.2
405.0,410,400,4746,0,9,1,0,0,0,0,4273.8,0.2,7.4,0.6,0.0,0.0,0.0,2.2
395.0,400,390,4089,0,5,0,0,0,0,4,4393.8,0.0,6.6,1.2,0.0,0.0,0.0,2.4
385.0,390,380,4072,0,7,1,0,0,0,2,,,,,,,,
375.0,380,370,4974,0,4,3,0,0,0,1,,,,,,,,
