text
"My grandma has pages upon pages of how to use the computer. Mind you it's not cmds and pings, more like what to click to login to her e-mail, what to click to send e-mails and the like"
"Sounds to me like your grandpa is a smart dude. He was able to learn, retain and apply lots of recently learned skills. Sounds to me line he was just lacking a bit of knowledge we usually think is common sense. Id be surprised if you ever have to help him with the same problem more than twice."
"Followup:

Grandpa types: cmd -&gt; ping cellphone

OP: ""Grandpa you can't just type cellphone. It won't know what that is.""

Grandpa: ""I added it to the host file, son. I set the router give my cellphone a static IP. It should resolve.""

OP: ""Oh... You mind showing me how to do that?"""
"That guy doesn't rate being called an ""admin"" if he can't tell the difference between OLDDOMAIN and NEWDOMAIN..."
I bet she has got a degree in computering from the great Google-bing-university.
Maybe he just wanted an excuse so see his grandson =')
"No matter how much this might be the case:

&gt;Now this guy $Dev knew his stuff...

If this is ever associated with it:

&gt;$Dev only liked Internet Explorer, so he refused to test in any others since they were quote ""Crap.""

Then I *will* question his “expertise”; deeply, persistently and comprehensively. IE/Edge is the Cletus of the browser world, and if anyone who programs for the Web thinks otherwise, they need to surrender their developer’s credentials. I am largely agnostic with respect to browsers, I will even test in IE myself; but I am brutally honest with regards to their *suitability* as a browser, and IE has come in dead last ever since Firefox was released back in 2002."
"...  
Once, with your own blood. A few drops are enough.  
This is maximum sacrifice sanity declares possible. Anything else and it's time to exorcise greedy spirits with a hammer and blowtorch.

Also, steak is horrible idea. It's dead, all vitality left it, juices can only do worse."
The wires are chi shielded.  If anything the wireless mouse and keyboard are going to cause chi fluctuations all over the place.
"The payroll software at work requires an older version of java and every stinking time our pcs update, it goes to hell and the poor IT guy is suddenly the most popular guy ever. "
This is not your regular stupid. This is advanced stupidity.
"Yea you are most definetly right, while I never expected anything close to this kind of outcome, when he's passionate about something it can be amazing to watch."
This sub when we're 80.
Laptopulus reparo.
"granted he was up all night with the certificate things and might have been a bit underwater as the only windows admin here... but man, im not on call...
"
"Had family that worked with airplanes and checklists were your own personal Jesus. I never leave my desk without some sort of checklist. I got mocked for it at first but I didn't care, they worked well!"
"&gt; he boss told the tech guys they could ignore her tickets while he decided what to do and everyone has banded together not to help her.

I like this boss."
I write aircraft technical documentation now...  I have checklists on how to make checklists.
Well she is right. You have ethernet. 
Sounds more like he should be in software sales since they seem to have a knack for over promising features before a sale..  
"You could try ""impact"":

1: No impact (general query, etc)

2: I can work normally (minor issue)

3: This issue is affecting my productivity

4: This issue is causing major disruption to my work

5: This issue has caused me to stop working entirely

When you use ""priority"", everyone will pick a ""high"" priority because every issue is a high priority for them - which is entirely fair. It's different from your perspective because you have the context of all other issues. To solve this, you can phrase your priorities in a way that makes sense to your end users and also makes sense to you and your team.

Also +1 for CCing manager when the user selects ""major disruption"" or ""stop working"" impact."
"Oh hey, your grandpa is a backend developer"
"&gt; computering

Courses that just teach you how to send emails and do sums in Excel should totally be called this."
"I have a friend whos dad is in his late 80s, he was told to reboot his computer, switch it on and off. My friend was finally able to go to his house and found that he was switching his printer on and off. 

Anyway, how in the hell does this guy know to ping a mobile? lol that wouldn't have been my first step in troubleshooting no connection"
"Geez did these people not have wooden shapes and the like as children? I mean come on, I know TWO year olds who manage ""put the circle in the circular hole"" just fine. Possibly younger. How the hell do you get to 40+ without that knowledge?!"
"It's laptopulus rePAro, not laptopulus repaRO"
"Make sure you then reset her password for breaching policy/sharing her password, so she has to call you once she's back to be able to work.

If your company has it, refer her for mandatory IT security training."
"The flip side of ""you get what you pay for"" is ""you are valued what you cost"". I had much more success with family after I started ""charging"" for it. (cookies, home-cooked meals, reciprocation in services, etc, were all valid forms of payment).

That being said, yes, human stupidity might be the most renewable resource on the planet. We have the fortune of working in one of the few industries that not only has its share but seems to attract people who are *proud* to display it."
"To the manager of BOW;

BOW has requested personalized instruction on the operation of your office printer. She says that she is unable to use the supplied manual and will not follow instructions from telephone support technicians. 

We can schedule factory representative to do a presentation on the printer's operation two weeks from now. The cost is $550.  May we have your signature on the attached invoice? "
Is there any kind of fine for calling in unrelated people as witness?
On reading the title I was waiting for tipp-ex on the screen
"&gt; I may be a tech guy, but ~~I do not work for google and~~ I cannot remove information from the internet.

I'm an engineer at Google, and I cannot remove information from the internet."
"&gt; granted he was up all night with the certificate things

The thing I'm slowly learning in my job right now, is that it's important to be well rested when doing admin work. I'm pretty convinced that the Gitlab thing was largely a result of being too tired to pay attention to what you're doing."
Don't encourage.
I know right?! He told me the network symbol in the taskbar was too small for him and he prefers text that actually tells him there's no connection. Go figure... 
How do people NOT get this?
"Nah, computering means you know that the hard drive is sitting under the table and the computer is the screen. All mice are wireless and so are the keyboards. Sometimes the stupid it-people put wires on them but that's just to confuse you! Generally those it-guys have no clue whatsoever.

 Also you should always use the links provided in those mail reminding you that your password might be insecure. The more pictures and fonts they have the more urgent it must be.
Don't forget those nice Princes with their dead family.

/s"
" My reaction to the title: ""oh great someone jammed an HDMI cable into a USB port. ""

Currently screaming internally. "
"Sounds like he probably was an IT director. As in a professional manager, not a technical person. He expects to do his job through giving orders to subordinates. "
"Again, absolutely sounds like a case of nepotism. If someone above the very bottom rung of IT has a problem with Googling things, they are in the wrong fking field."
"Anything below IE11 is an uncleared minefield. Anything below IE10 is an uncleared minefield but your directions of movement are randomly inverted. 

IE11 is still a minefield, but a couple of mostly clear lanes have been carved through it. You'll probably get through without too many lost limbs."
"That's far beyond advanced.


That's weaponized stupidity."
"Wow.

That's not your normal, every day stupid.

That's... _advanced_ stupid."
"&gt; juices can only do worse.

I laughed way too hard at this. XD"
"Fuck, I laughed too much 😂😂.
Thanks, OP. You made my day. "
Its checklists all the way down.
"Read this as  
&gt; Stopped using IE 2 last week"
"Grandpa: ""Actually, back in my day, this is all we had. None of this fancy gooey windows mumbo-jumbo."""
