mid,after,before,total,deadass,def,defo,periodt,periot,stan,thot,total-avg,deadass-avg,def-avg,defo-avg,periodt-avg,periot-avg,stan-avg,thot-avg
445.0,450,440,62,0,3,0,0,0,6,0,,,,,,,,
435.0,440,430,50,0,1,0,0,0,2,0,,,,,,,,
425.0,430,420,49,0,2,0,0,0,7,0,52.6,0.0,1.8,0.0,0.0,0.0,3.8,0.0
415.0,420,410,53,0,3,0,0,0,0,0,54.2,0.0,1.6,0.0,0.0,0.0,3.2,0.0
405.0,410,400,49,0,0,0,0,0,4,0,57.2,0.0,1.6,0.0,0.0,0.0,4.0,0.0
395.0,400,390,70,0,2,0,0,0,3,0,59.2,0.0,2.0,0.0,0.0,0.0,3.4,0.0
385.0,390,380,65,0,1,0,0,0,6,0,,,,,,,,
375.0,380,370,59,0,4,0,0,0,4,0,,,,,,,,
