text
"I didnt say I was right haha, I've seen it written before and I've never known who it was. Funny quote but it didnt mean that much to me for exact wording and I'm sure my point got across"
you look like you could be the next belle delphine
"Not into redheaded aliens, but this one will do I guess..."
Little Mermaid on Crack
