mid,after,before,total,deadass,def,defo,periodt,periot,stan,thot,total-avg,deadass-avg,def-avg,defo-avg,periodt-avg,periot-avg,stan-avg,thot-avg
445.0,450,440,4241,1,15,2,0,0,2,3,,,,,,,,
435.0,440,430,4459,1,21,0,0,0,4,4,,,,,,,,
425.0,430,420,4611,1,13,0,0,0,5,1,4490.4,1.2,18.4,1.4,0.0,0.0,3.8,3.2
415.0,420,410,4734,2,28,3,0,0,4,2,4578.2,1.2,18.2,1.4,0.0,0.0,4.6,2.6
405.0,410,400,4407,1,15,2,0,0,4,6,4564.0,1.2,16.4,1.6,0.0,0.0,4.0,2.8
395.0,400,390,4680,1,14,2,0,0,6,0,4557.6,1.0,17.0,1.6,0.0,0.0,3.4,3.4
385.0,390,380,4388,1,12,1,0,0,1,5,,,,,,,,
375.0,380,370,4579,0,16,0,0,0,2,4,,,,,,,,
